ano;mes;ONI;FMA_PSN;Cerrado_PSN;Caatinga_PSN;FMA_Evap;Cerrado_Evap;Caatinga_Evap;FMA_PET;Cerrado_PET;Caatinga_PET;FMA_IDA;Cerrado_IDA;Caatinga_IDA;FMA_Temp;Cerrado_Temp;Caatinga_Temp;FMA_Precip;Cerrado_Precip;Caatinga_Precip;FMA_AreaQueimada;Cerrado_AreaQueimada;Caatinga_AreaQueimada
2009;6;0,34;135,2724;135,0779;128,3264;98,6681;85,9848;76,6769;142,7919;158,1292;162,6761;0,691;0,5438;0,4713;24,431;27,8879;26,9695;85,2093;24,2238;31,0977;0,0;11300,0;1825,0
2009;7;0,5;153,0417;128,5139;110,0889;97,9647;65,9602;53,8317;153,7203;180,9646;174,8797;0,6373;0,3645;0,3078;24,7065;30,5391;28,6613;75,4206;0,4906;18,8825;975,0;18375,0;800,0
2009;8;0,56;150,9963;101,3507;85,5744;94,8971;49,028;41,0512;173,144;214,0451;203,6396;0,5481;0,2291;0,2016;25,9186;33,6729;32,0516;78,4026;1,3206;16,415;200,0;37850,0;1600,0
2009;9;0,66;151,2;64,2043;56,6423;97,8927;41,9166;30,1549;210,91;249,9423;242,5773;0,4641;0,1677;0,1243;29,4192;37,6122;37,1842;42,6131;17,5381;6,8798;1750,0;208300,0;44475,0
2009;10;0,92;124,8522;80,6391;80,3958;106,5342;84,0529;66,0046;193,808;166,1974;198,935;0,5497;0,5057;0,3318;30,0012;31,7857;34,095;172,8135;256,3051;179,9542;1000,0;42975,0;11775,0
2009;11;1,31;155,82;136,097;106,6969;111,8122;106,0074;80,1686;236,094;227,4358;241,8766;0,4736;0,4661;0,3314;31,5061;33,4836;34,5281;36,473;103,9664;20,5341;6925,0;10475,0;5975,0
2009;12;1,5;111,992;116,4166;80,4134;90,0634;98,9022;70,027;200,1312;180,0113;197,7484;0,45;0,5494;0,3541;32,4833;31,3525;34,0529;42,7859;224,254;89,631;8100,0;8050,0;425,0
2010;1;1,47;120,338;140,5211;108,5586;91,3421;113,2502;86,6819;205,9678;193,2062;197,6019;0,4435;0,5862;0,4387;31,7855;29,8622;31,4114;45,8986;93,5006;51,5173;11050,0;6025,0;1200,0
2010;2;1,21;115,4587;143,5368;88,412;92,6712;116,8024;69,5009;217,8071;221,4893;225,0972;0,4255;0,5273;0,3088;31,7969;30,7821;33,7713;60,8955;100,553;45,007;6000,0;8325,0;1100,0
2010;3;0,88;111,4208;133,3163;106,6424;111,0941;122,793;94,2707;194,6647;194,4025;209,8449;0,5707;0,6316;0,4492;30,3944;30,1433;31,7342;215,9952;208,9116;142,4791;375,0;10900,0;0,0
2010;4;0,38;140,2495;148,4581;129,875;123,029;113,2076;103,7572;190,7746;199,9036;204,6824;0,6449;0,5663;0,5069;26,8977;29,5519;28,6301;158,9729;98,3503;119,6739;0,0;25100,0;750,0
